    i start_time  S  a1      m1 objective_value    violation time_of_incident     mi1 final_objective           feasible_better S_Objective
14071      70356  1 N/A 1635146               0 Not_exceeded            70356 1635146               0                         0       47089
14072      70361  1 N/A 1635396               0 Not_exceeded            70361 1635396               0                         0       47089
14073      70366  1 N/A 1635646               0 Not_exceeded            70366 1635646               0                         0       47089
14074      70371  1 N/A 1635896               0 Not_exceeded            70371 1635896               0                         0       47089
14075      70376  1 N/A 1636146               0 Not_exceeded            70376 1636146               0                         0       47089
14076      70381  1 N/A 1636396               0 Not_exceeded            70381 1636396               0                         0       47089
14077      70386  1 N/A 1636646               0 Not_exceeded            70386 1636646               0                         0       47089
14078      70391  1 N/A 1636896               0 Not_exceeded            70391 1636896               0                         0       47089
14079      70396  1 N/A 1637146               0 Not_exceeded            70396 1637146               0                         0       47089
14080      70401  1 N/A 1637396               0 Not_exceeded            70401 1637396               0                         0       47089
14081      70406  1 N/A 1637646               0 Not_exceeded            70406 1637646               0                         0       47089
14082      70411  1 N/A 1637896               0 Not_exceeded            70411 1637896               0                         0       47089
14083      70416  1 N/A 1638146               0 Not_exceeded            70416 1638146               0                         0       47089
14084      70421  1 N/A 1638396               0 Not_exceeded            70421 1638396               0                         0       47089
14085      70426  1 N/A 1638646               0 Not_exceeded            70426 1638646               0                         0       47089
14086      70431  1 N/A 1638896               0 Not_exceeded            70431 1638896               0                         0       47089
14087      70436  1 N/A 1639146               0 Not_exceeded            70436 1639146               0                         0       47089
14088      70441  1 N/A 1639396               0 Not_exceeded            70441 1639396               0                         0       47089
14089      70446  1 N/A 1639646               0 Not_exceeded            70446 1639646               0                         0       47089
14090      70451  1 N/A 1639896               0 Not_exceeded            70451 1639896               0                         0       47089
14091      70456  1 N/A 1640146               0 Not_exceeded            70456 1640146               0                         0       47089
14092      70461  1 N/A 1640396               0 Not_exceeded            70461 1640396               0                         0       47089
14093      70466  1 N/A 1640646               0 Not_exceeded            70466 1640646               0                         0       47089
14094      70471  1 N/A 1640896               0 Not_exceeded            70471 1640896               0                         0       47089
14095      70476  1 N/A 1641146               0 Not_exceeded            70476 1641146               0                         0       47089
14096      70481  1 N/A 1641396               0 Not_exceeded            70481 1641396               0                         0       47089
14097      70486  1 N/A 1641646               0 Not_exceeded            70486 1641646               0                         0       47089
14098      70491  1 N/A 1641896               0 Not_exceeded            70491 1641896               0                         0       47089
14099      70496  1 N/A 1642146               0 Not_exceeded            70496 1642146               0                         0       47089
14100      70501  1 N/A 1642396               0 Not_exceeded            70501 1642396               0                         0       47089
14101      70506  1 N/A 1642646               0 Not_exceeded            70506 1642646               0                         0       47089
14102      70511  1 N/A 1642896               0 Not_exceeded            70511 1642896               0                         0       47089
14103      70516  1 N/A 1643146               0 Not_exceeded            70516 1643146               0                         0       47089
14104      70521  1 N/A 1643396               0 Not_exceeded            70521 1643396               0                         0       47089
14105      70526  1 N/A 1643646               0 Not_exceeded            70526 1643646               0                         0       47089
14106      70531  1 N/A 1643896               0 Not_exceeded            70531 1643896               0                         0       47089
14107      70536  1 N/A 1644146               0 Not_exceeded            70536 1644146               0                         0       47089
14108      70541  1 N/A 1644396               0 Not_exceeded            70541 1644396               0                         0       47089
14109      70546  1 N/A 1644646               0 Not_exceeded            70546 1644646               0                         0       47089
14110      70551  1 N/A 1644896               0 Not_exceeded            70551 1644896               0                         0       47089
14111      70556  1 N/A 1645146               0 Not_exceeded            70556 1645146               0                         0       47089
14112      70561  1 N/A 1645396               0 Not_exceeded            70561 1645396               0                         0       47089
14113      70566  1 N/A 1645646               0 Not_exceeded            70566 1645646               0                         0       47089
14114      70571  1 N/A 1645896               0 Not_exceeded            70571 1645896               0                         0       47089
14115      70576  1 N/A 1646146               0 Not_exceeded            70576 1646146               0                         0       47089
14116      70581  1 N/A 1646396               0 Not_exceeded            70581 1646396               0                         0       47089
14117      70586  1 N/A 1646646               0 Not_exceeded            70586 1646646               0                         0       47089
14118      70591  1 N/A 1646896               0 Not_exceeded            70591 1646896               0                         0       47089
14119      70596  1 N/A 1647146               0 Not_exceeded            70596 1647146               0                         0       47089
14120      70601  1 N/A 1647396               0 Not_exceeded            70601 1647396               0                         0       47089
14121      70606  1 N/A 1647646               0 Not_exceeded            70606 1647646               0                         0       47089
14122      70611  1 N/A 1647896               0 Not_exceeded            70611 1647896               0                         0       47089
14123      70616  1 N/A 1648146               0 Not_exceeded            70616 1648146               0                         0       47089
14124      70621  1 N/A 1648396               0 Not_exceeded            70621 1648396               0                         0       47089
14125      70626  1 N/A 1648646               0 Not_exceeded            70626 1648646               0                         0       47089
14126      70631  1 N/A 1648896               0 Not_exceeded            70631 1648896               0                         0       47089
14127      70636  1 N/A 1649146               0 Not_exceeded            70636 1649146               0                         0       47089
14128      70641  1 N/A 1649396               0 Not_exceeded            70641 1649396               0                         0       47089
14129      70646  1 N/A 1649646               0 Not_exceeded            70646 1649646               0                         0       47089
14130      70651  1 N/A 1649896               0 Not_exceeded            70651 1649896               0                         0       47089
14131      70656  1 N/A 1650146               0 Not_exceeded            70656 1650146               0                         0       47089
14132      70661  1 N/A 1650396               0 Not_exceeded            70661 1650396               0                         0       47089
14133      70666  1 N/A 1650646               0 Not_exceeded            70666 1650646               0                         0       47089
14134      70671  1 N/A 1650896               0 Not_exceeded            70671 1650896               0                         0       47089
14135      70676  1 N/A 1651146               0 Not_exceeded            70676 1651146               0                         0       47089
14136      70681  1 N/A 1651396               0 Not_exceeded            70681 1651396               0                         0       47089
14137      70686  1 N/A 1651646               0 Not_exceeded            70686 1651646               0                         0       47089
14138      70691  1 N/A 1651896               0 Not_exceeded            70691 1651896               0                         0       47089
14139      70696  1 N/A 1652146               0 Not_exceeded            70696 1652146               0                         0       47089
14140      70701  1 N/A 1652396               0 Not_exceeded            70701 1652396               0                         0       47089
14141      70706  1 N/A 1652646               0 Not_exceeded            70706 1652646               0                         0       47089
14142      70711  1 N/A 1652896               0 Not_exceeded            70711 1652896               0                         0       47089
14143      70716  1 N/A 1653146               0 Not_exceeded            70716 1653146               0                         0       47089
14144      70721  1 N/A 1653396               0 Not_exceeded            70721 1653396               0                         0       47089
14145      70726  1 N/A 1653646               0 Not_exceeded            70726 1653646               0                         0       47089
14146      70731  1 N/A 1653896               0 Not_exceeded            70731 1653896               0                         0       47089
14147      70736  1 N/A 1654146               0 Not_exceeded            70736 1654146               0                         0       47089
14148      70741  1 N/A 1654396               0 Not_exceeded            70741 1654396               0                         0       47089
14149      70746  1 N/A 1654646               0 Not_exceeded            70746 1654646               0                         0       47089
14150      70751  1 N/A 1654896               0 Not_exceeded            70751 1654896               0                         0       47089
14151      70756  1 N/A 1655146               0 Not_exceeded            70756 1655146               0                         0       47089
14152      70761  1 N/A 1655396               0 Not_exceeded            70761 1655396               0                         0       47089
14153      70766  1 N/A 1655646               0 Not_exceeded            70766 1655646               0                         0       47089
14154      70771  1 N/A 1655896               0 Not_exceeded            70771 1655896               0                         0       47089
14155      70776  1 N/A 1656146               0 Not_exceeded            70776 1656146               0                         0       47089
14156      70781  1 N/A 1656396               0 Not_exceeded            70781 1656396               0                         0       47089
14157      70786  1 N/A 1656646               0 Not_exceeded            70786 1656646               0                         0       47089
14158      70791  1 N/A 1656896               0 Not_exceeded            70791 1656896               0                         0       47089
14159      70796  1 N/A 1657146               0 Not_exceeded            70796 1657146               0                         0       47089
14160      70801  1 N/A 1657396               0 Not_exceeded            70801 1657396               0                         0       47089
14161      70806  1 N/A 1657646               0 Not_exceeded            70806 1657646               0                         0       47089
14162      70811  1 N/A 1657896               0 Not_exceeded            70811 1657896               0                         0       47089
14163      70816  1 N/A 1658146               0 Not_exceeded            70816 1658146               0                         0       47089
14164      70821  1 N/A 1658396               0 Not_exceeded            70821 1658396               0                         0       47089
14165      70826  1 N/A 1658646               0 Not_exceeded            70826 1658646               0                         0       47089
14166      70831  1 N/A 1658896               0 Not_exceeded            70831 1658896               0                         0       47089
14167      70836  1 N/A 1659146               0 Not_exceeded            70836 1659146               0                         0       47089
14168      70841  1 N/A 1659396               0 Not_exceeded            70841 1659396               0                         0       47089
14169      70846  1 N/A 1659646               0 Not_exceeded            70846 1659646               0                         0       47089
14170      70851  1 N/A 1659896               0 Not_exceeded            70851 1659896               0                         0       47089
14171      70856  1 N/A 1660146               0 Not_exceeded            70856 1660146               0                         0       47089
14172      70861  1 N/A 1660396               0 Not_exceeded            70861 1660396               0                         0       47089
14173      70866  1 N/A 1660646               0 Not_exceeded            70866 1660646               0                         0       47089
14174      70871  1 N/A 1660896               0 Not_exceeded            70871 1660896               0                         0       47089
14175      70876  1 N/A 1661146               0 Not_exceeded            70876 1661146               0                         0       47089
14176      70881  1 N/A 1661396               0 Not_exceeded            70881 1661396               0                         0       47089
14177      70886  1 N/A 1661646               0 Not_exceeded            70886 1661646               0                         0       47089
14178      70891  1 N/A 1661896               0 Not_exceeded            70891 1661896               0                         0       47089
14179      70896  1 N/A 1662146               0 Not_exceeded            70896 1662146               0                         0       47089
14180      70901  1 N/A 1662396               0 Not_exceeded            70901 1662396               0                         0       47089
14181      70906  1 N/A 1662646               0 Not_exceeded            70906 1662646               0                         0       47089
14182      70911  1 N/A 1662896               0 Not_exceeded            70911 1662896               0                         0       47089
14183      70916  1 N/A 1663146               0 Not_exceeded            70916 1663146               0                         0       47089
14184      70921  1 N/A 1663396               0 Not_exceeded            70921 1663396               0                         0       47089
14185      70926  1 N/A 1663646               0 Not_exceeded            70926 1663646               0                         0       47089
14186      70931  1 N/A 1663896               0 Not_exceeded            70931 1663896               0                         0       47089
14187      70936  1 N/A 1664146               0 Not_exceeded            70936 1664146               0                         0       47089
14188      70941  1 N/A 1664396               0 Not_exceeded            70941 1664396               0                         0       47089
14189      70946  1 N/A 1664646               0 Not_exceeded            70946 1664646               0                         0       47089
14190      70951  1 N/A 1664896               0 Not_exceeded            70951 1664896               0                         0       47089
14191      70956  1 N/A 1665146               0 Not_exceeded            70956 1665146               0                         0       47089
14192      70961  1 N/A 1665396               0 Not_exceeded            70961 1665396               0                         0       47089
14193      70966  1 N/A 1665646               0 Not_exceeded            70966 1665646               0                         0       47089
14194      70971  1 N/A 1665896               0 Not_exceeded            70971 1665896               0                         0       47089
14195      70976  1 N/A 1666146               0 Not_exceeded            70976 1666146               0                         0       47089
14196      70981  1 N/A 1666396               0 Not_exceeded            70981 1666396               0                         0       47089
14197      70986  1 N/A 1666646               0 Not_exceeded            70986 1666646               0                         0       47089
14198      70991  1 N/A 1666896               0 Not_exceeded            70991 1666896               0                         0       47089
14199      70996  1 N/A 1667146               0 Not_exceeded            70996 1667146               0                         0       47089
14200      71001  1 N/A 1667396               0 Not_exceeded            71001 1667396               0                         0       47089
14201      71006  1 N/A 1667646               0 Not_exceeded            71006 1667646               0                         0       47089
14202      71011  1 N/A 1667896               0 Not_exceeded            71011 1667896               0                         0       47089
14203      71016  1 N/A 1668146               0 Not_exceeded            71016 1668146               0                         0       47089
14204      71021  1 N/A 1668396               0 Not_exceeded            71021 1668396               0                         0       47089
14205      71026  1 N/A 1668646               0 Not_exceeded            71026 1668646               0                         0       47089
14206      71031  1 N/A 1668896               0 Not_exceeded            71031 1668896               0                         0       47089
14207      71036  1 N/A 1669146               0 Not_exceeded            71036 1669146               0                         0       47089
14208      71041  1 N/A 1669396               0 Not_exceeded            71041 1669396               0                         0       47089
14209      71046  1 N/A 1669646               0 Not_exceeded            71046 1669646               0                         0       47089
14210      71051  1 N/A 1669896               0 Not_exceeded            71051 1669896               0                         0       47089
14211      71056  1 N/A 1670146               0 Not_exceeded            71056 1670146               0                         0       47089
14212      71061  1 N/A 1670396               0 Not_exceeded            71061 1670396               0                         0       47089
14213      71066  1 N/A 1670646               0 Not_exceeded            71066 1670646               0                         0       47089
14214      71071  1 N/A 1670896               0 Not_exceeded            71071 1670896               0                         0       47089
14215      71076  1 N/A 1671146               0 Not_exceeded            71076 1671146               0                         0       47089
14216      71081  1 N/A 1671396               0 Not_exceeded            71081 1671396               0                         0       47089
14217      71086  1 N/A 1671646               0 Not_exceeded            71086 1671646               0                         0       47089
14218      71091  1 N/A 1671896               0 Not_exceeded            71091 1671896               0                         0       47089
14219      71096  1 N/A 1672146               0 Not_exceeded            71096 1672146               0                         0       47089
14220      71101  1 N/A 1672396               0 Not_exceeded            71101 1672396               0                         0       47089
14221      71106  1 N/A 1672646               0 Not_exceeded            71106 1672646               0                         0       47089
14222      71111  1 N/A 1672896               0 Not_exceeded            71111 1672896               0                         0       47089
14223      71116  1 N/A 1673146               0 Not_exceeded            71116 1673146               0                         0       47089
14224      71121  1 N/A 1673396               0 Not_exceeded            71121 1673396               0                         0       47089
14225      71126  1 N/A 1673646               0 Not_exceeded            71126 1673646               0                         0       47089
14226      71131  1 N/A 1673896               0 Not_exceeded            71131 1673896               0                         0       47089
14227      71136  1 N/A 1674146               0 Not_exceeded            71136 1674146               0                         0       47089
14228      71141  1 N/A 1674396               0 Not_exceeded            71141 1674396               0                         0       47089
14229      71146  1 N/A 1674646               0 Not_exceeded            71146 1674646               0                         0       47089
14230      71151  1 N/A 1674896               0 Not_exceeded            71151 1674896               0                         0       47089
14231      71156  1 N/A 1675146               0 Not_exceeded            71156 1675146               0                         0       47089
14232      71161  1 N/A 1675396               0 Not_exceeded            71161 1675396               0                         0       47089
14233      71166  1 N/A 1675646               0 Not_exceeded            71166 1675646               0                         0       47089
14234      71171  1 N/A 1675896               0 Not_exceeded            71171 1675896               0                         0       47089
14235      71176  1 N/A 1676146               0 Not_exceeded            71176 1676146               0                         0       47089
14236      71181  1 N/A 1676396               0 Not_exceeded            71181 1676396               0                         0       47089
14237      71186  1 N/A 1676646               0 Not_exceeded            71186 1676646               0                         0       47089
14238      71191  1 N/A 1676896               0 Not_exceeded            71191 1676896               0                         0       47089
14239      71196  1 N/A 1677146               0 Not_exceeded            71196 1677146               0                         0       47089
14240      71201  1 N/A 1677396               0 Not_exceeded            71201 1677396               0                         0       47089
14241      71206  1 N/A 1677646               0 Not_exceeded            71206 1677646               0                         0       47089
14242      71211  1 N/A 1677896               0 Not_exceeded            71211 1677896               0                         0       47089
14243      71216  1 N/A 1678146               0 Not_exceeded            71216 1678146               0                         0       47089
14244      71221  1 N/A 1678396               0 Not_exceeded            71221 1678396               0                         0       47089
14245      71226  1 N/A 1678646               0 Not_exceeded            71226 1678646               0                         0       47089
14246      71231  1 N/A 1678896               0 Not_exceeded            71231 1678896               0                         0       47089
14247      71236  1 N/A 1679146               0 Not_exceeded            71236 1679146               0                         0       47089
14248      71241  1 N/A 1679396               0 Not_exceeded            71241 1679396               0                         0       47089
14249      71246  1 N/A 1679646               0 Not_exceeded            71246 1679646               0                         0       47089
14250      71251  1 N/A 1679896               0 Not_exceeded            71251 1679896               0                         0       47089
14251      71256  1   - 1680146               0 Not_exceeded            71256 1680146               0                         0       47089
14252      71261  0 N/A 1682834               0 Not_exceeded            71261 1682834               0                         0       47089
14253      71266  0 N/A 1685522               0 Not_exceeded            71266 1685522               0                         0       47089
14254      71271  1   - 1685772               0 Not_exceeded            71271 1685772               0                         0       47089
14255      71276  1   - 1686022               0 Not_exceeded            71276 1686022               0                         0       47089
14256      71281  0 N/A 1688710               0 Not_exceeded            71281 1688710               0                         0       47089
14257      71286  1   - 1688960               0 Not_exceeded            71286 1688960               0                         0       47089
14258      71291  1   - 1689210               0 Not_exceeded            71291 1689210               0                         0       47089
14259      71296  1   - 1689460               0 Not_exceeded            71296 1689460               0                         0       47089
14260      71301  1   - 1689710               0 Not_exceeded            71301 1689710               0                         0       47089
14261      71306  0 N/A 1692398               0 Not_exceeded            71306 1692398               0                         0       47089
14262      71311  1   - 1692648               0 Not_exceeded            71311 1692648               0                         0       47089
14263      71316  1   - 1692898               0 Not_exceeded            71316 1692898               0                         0       47089
14264      71321  1   - 1693148               0 Not_exceeded            71321 1693148               0                         0       47089
14265      71326  1   - 1693398               0 Not_exceeded            71326 1693398               0                         0       47089
14266      71331  1   - 1693648               0 Not_exceeded            71331 1693648               0                         0       47089
14267      71336  0 N/A 1696336               0 Not_exceeded            71336 1696336               0                         0       47089
14268      71341  1   - 1696586               0 Not_exceeded            71341 1696586               0                         0       47089
14269      71346  1   - 1696836               0 Not_exceeded            71346 1696836               0                         0       47089
14270      71351  1   - 1697086               0 Not_exceeded            71351 1697086               0                         0       47089
14271      71356  1   - 1697336               0 Not_exceeded            71356 1697336               0                         0       47089
14272      71361  1   - 1697586               0 Not_exceeded            71361 1697586               0                         0       47089
14273      71366  1   - 1697836               0 Not_exceeded            71366 1697836               0                         0       47089
14274      71371  1   - 1698086               0 Not_exceeded            71371 1698086               0                         0       47089
14275      71376  1   - 1698336               0 Not_exceeded            71376 1698336               0                         0       47089
14276      71381  0 N/A 1701024               0 Not_exceeded            71381 1701024               0                         0       47089
14277      71386  1   - 1701274               0 Not_exceeded            71386 1701274               0                         0       47089
14278      71391  1   - 1701524               0 Not_exceeded            71391 1701524               0                         0       47089
14279      71396  0 N/A 1704212               0 Not_exceeded            71396 1704212               0                         0       47089
14280      71401  0 N/A 1706900               0 Not_exceeded            71401 1706900               0                         0       47089
14281      71406  0 N/A 1709588               0 Not_exceeded            71406 1709588               0                         0       47089
14282      71411  1   - 1709838               0 Not_exceeded            71411 1709838               0                         0       47089
14283      71416  1   - 1710088               0 Not_exceeded            71416 1710088               0                         0       47089
14284      71421  1   - 1710338               0 Not_exceeded            71421 1710338               0                         0       47089
14285      71426  1   - 1710588               0 Not_exceeded            71426 1710588               0                         0       47089
14286      71431  1   - 1710838               0 Not_exceeded            71431 1710838               0                         0       47089
14287      71436  1   - 1711088               0 Not_exceeded            71436 1711088               0                         0       47089
14288      71441  1   - 1711338               0 Not_exceeded            71441 1711338               0                         0       47089
14289      71446  1   - 1711588               0 Not_exceeded            71446 1711588               0                         0       47089
14290      71451  1   - 1711838               0 Not_exceeded            71451 1711838               0                         0       47089
14291      71456  1   - 1712088               0 Not_exceeded            71456 1712088               0                         0       47089
14292      71461  0 N/A 1714776               0 Not_exceeded            71461 1714776               0                         0       47089
14293      71466  1   - 1715026               0 Not_exceeded            71466 1715026               0                         0       47089
14294      71471  1   - 1715276               0 Not_exceeded            71471 1715276               0                         0       47089
14295      71476  0 N/A 1717964               0 Not_exceeded            71476 1717964               0                         0       47089
14296      71481  1   - 1718214               0 Not_exceeded            71481 1718214               0                         0       47089
14297      71486  0 N/A 1720902               0 Not_exceeded            71486 1720902               0                         0       47089
14298      71491  0 N/A 1723590               0 Not_exceeded            71491 1723590               0                         0       47089
14299      71496  1   - 1723840               0 Not_exceeded            71496 1723840               0                         0       47089
14300      71501  0 N/A 1726528               0 Not_exceeded            71501 1726528               0                         0       47089
14301      71506  1   - 1726778               0 Not_exceeded            71506 1726778               0                         0       47089
14302      71511  0 N/A 1729466               0 Not_exceeded            71511 1729466               0                         0       47089
14303      71516  0 N/A 1732154               0 Not_exceeded            71516 1732154               0                         0       47089
14304      71521  1   - 1732404               0 Not_exceeded            71521 1732404               0                         0       47089
14305      71526  1   - 1732654               0 Not_exceeded            71526 1732654               0                         0       47089
14306      71531  1   - 1732904               0 Not_exceeded            71531 1732904               0                         0       47089
14307      71536  1   - 1733154               0 Not_exceeded            71536 1733154               0                         0       47089
14308      71541  1   - 1733404               0 Not_exceeded            71541 1733404               0                         0       47089
14309      71546  1   - 1733654               0 Not_exceeded            71546 1733654               0                         0       47089
14310      71551  1   - 1733904               0 Not_exceeded            71551 1733904               0                         0       47089
14311      71556  1   - 1734154               0 Not_exceeded            71556 1734154               0                         0       47089
14312      71561  1   - 1734404               0 Not_exceeded            71561 1734404               0                         0       47089
14313      71566  0 N/A 1737092               0 Not_exceeded            71566 1737092               0                         0       47089
14314      71571  1   - 1737342               0 Not_exceeded            71571 1737342               0                         0       47089
14315      71576  1   - 1737592               0 Not_exceeded            71576 1737592               0                         0       47089
14316      71581  0 N/A 1740280               0 Not_exceeded            71581 1740280               0                         0       47089
14317      71586  0 N/A 1742968               0 Not_exceeded            71586 1742968               0                         0       47089
14318      71591  1   - 1743218               0 Not_exceeded            71591 1743218               0                         0       47089
14319      71596  1   - 1743468               0 Not_exceeded            71596 1743468               0                         0       47089
14320      71601  1   - 1743718               0 Not_exceeded            71601 1743718               0                         0       47089
14321      71606  1   - 1743968               0 Not_exceeded            71606 1743968               0                         0       47089
14322      71611  1   - 1744218               0 Not_exceeded            71611 1744218               0                         0       47089
14323      71616  0 N/A 1746906               0 Not_exceeded            71616 1746906               0                         0       47089
14324      71621  1   - 1747156               0 Not_exceeded            71621 1747156               0                         0       47089
14325      71626  1   - 1747406               0 Not_exceeded            71626 1747406               0                         0       47089
14326      71631  1   - 1747656               0 Not_exceeded            71631 1747656               0                         0       47089
14327      71636  1   - 1747906               0 Not_exceeded            71636 1747906               0                         0       47089
14328      71641  1   - 1748156               0 Not_exceeded            71641 1748156               0                         0       47089
14329      71646  1   - 1748406               0 Not_exceeded            71646 1748406               0                         0       47089
14330      71651  1   - 1748656               0 Not_exceeded            71651 1748656               0                         0       47089
14331      71656  1   - 1748906               0 Not_exceeded            71656 1748906               0                         0       47089
14332      71661  1   - 1749156               0 Not_exceeded            71661 1749156               0                         0       47089
14333      71666  1   - 1749406               0 Not_exceeded            71666 1749406               0                         0       47089
14334      71671  1   - 1749656               0 Not_exceeded            71671 1749656               0                         0       47089
14335      71676  1   - 1749906               0 Not_exceeded            71676 1749906               0                         0       47089
14336      71681  0 N/A 1752594               0 Not_exceeded            71681 1752594               0                         0       47089
14337      71686  0 N/A 1755282               0 Not_exceeded            71686 1755282               0                         0       47089
14338      71691  1   - 1755532               0 Not_exceeded            71691 1755532               0                         0       47089
14339      71696  1   - 1755782               0 Not_exceeded            71696 1755782               0                         0       47089
14340      71701  1   - 1756032               0 Not_exceeded            71701 1756032               0                         0       47089
14341      71706  1   - 1756282               0 Not_exceeded            71706 1756282               0                         0       47089
14342      71711  1   - 1756532               0 Not_exceeded            71711 1756532               0                         0       47089
14343      71716  0 N/A 1759220               0 Not_exceeded            71716 1759220               0                         0       47089
14344      71721  1   - 1759470               0 Not_exceeded            71721 1759470               0                         0       47089
14345      71726  1   - 1759720               0 Not_exceeded            71726 1759720               0                         0       47089
14346      71731  1   - 1759970               0 Not_exceeded            71731 1759970               0                         0       47089
14347      71736  0 N/A 1762658               0 Not_exceeded            71736 1762658               0                         0       47089
14348      71741  1   - 1762908               0 Not_exceeded            71741 1762908               0                         0       47089
14349      71746  1   - 1763158               0 Not_exceeded            71746 1763158               0                         0       47089
14350      71751  1   - 1763408               0 Not_exceeded            71751 1763408               0                         0       47089
14351      71756  0 N/A 1766096               0 Not_exceeded            71756 1766096               0                         0       47089
14352      71761  1   - 1766346               0 Not_exceeded            71761 1766346               0                         0       47089
14353      71766  1   - 1766596               0 Not_exceeded            71766 1766596               0                         0       47089
14354      71771  0 N/A 1769284               0 Not_exceeded            71771 1769284               0                         0       47089
14355      71776  1   - 1769534               0 Not_exceeded            71776 1769534               0                         0       47089
14356      71781  1   - 1769784               0 Not_exceeded            71781 1769784               0                         0       47089
14357      71786  1   - 1770034               0 Not_exceeded            71786 1770034               0                         0       47089
14358      71791  0 N/A 1772722               0 Not_exceeded            71791 1772722               0                         0       47089
14359      71796  1   - 1772972               0 Not_exceeded            71796 1772972               0                         0       47089
14360      71801  1 N/A 1773222               0 Not_exceeded            71801 1773222               0                         0       47089
14361      71806  1 N/A 1773472               0 Not_exceeded            71806 1773472               0                         0       47089
14362      71811  1 N/A 1773722               0 Not_exceeded            71811 1773722               0                         0       47089
14363      71816  1 N/A 1773972               0 Not_exceeded            71816 1773972               0                         0       47089
14364      71821  1 N/A 1774222               0 Not_exceeded            71821 1774222               0                         0       47089
14365      71826  1 N/A 1774472               0 Not_exceeded            71826 1774472               0                         0       47089
14366      71831  1 N/A 1774722               0 Not_exceeded            71831 1774722               0                         0       47089
14367      71836  1 N/A 1774972               0 Not_exceeded            71836 1774972               0                         0       47089
14368      71841  1 N/A 1775222               0 Not_exceeded            71841 1775222               0                         0       47089
14369      71846  1 N/A 1775472               0 Not_exceeded            71846 1775472               0                         0       47089
14370      71851  1 N/A 1775722               0 Not_exceeded            71851 1775722               0                         0       47089
14371      71856  1 N/A 1775972               0 Not_exceeded            71856 1775972               0                         0       47089
14372      71861  1 N/A 1776222               0 Not_exceeded            71861 1776222               0                         0       47089
14373      71866  1 N/A 1776472               0 Not_exceeded            71866 1776472               0                         0       47089
14374      71871  1 N/A 1776722               0 Not_exceeded            71871 1776722               0                         0       47089
14375      71876  1 N/A 1776972               0 Not_exceeded            71876 1776972               0                         0       47089
14376      71881  1 N/A 1777222               0 Not_exceeded            71881 1777222               0                         0       47089
14377      71886  1 N/A 1777472               0 Not_exceeded            71886 1777472               0                         0       47089
14378      71891  1 N/A 1777722               0 Not_exceeded            71891 1777722               0                         0       47089
14379      71896  1 N/A 1777972               0 Not_exceeded            71896 1777972               0                         0       47089
14380      71901  1 N/A 1778222               0 Not_exceeded            71901 1778222               0                         0       47089
14381      71906  1 N/A 1778472               0 Not_exceeded            71906 1778472               0                         0       47089
14382      71911  1 N/A 1778722               0 Not_exceeded            71911 1778722               0                         0       47089
14383      71916  1 N/A 1778972               0 Not_exceeded            71916 1778972               0                         0       47089
14384      71921  1 N/A 1779222               0 Not_exceeded            71921 1779222               0                         0       47089
14385      71926  1 N/A 1779472               0 Not_exceeded            71926 1779472               0                         0       47089
14386      71931  1 N/A 1779722               0 Not_exceeded            71931 1779722               0                         0       47089
14387      71936  1 N/A 1779972               0 Not_exceeded            71936 1779972               0                         0       47089
14388      71941  1 N/A 1780222               0 Not_exceeded            71941 1780222               0                         0       47089
14389      71946  1 N/A 1780472               0 Not_exceeded            71946 1780472               0                         0       47089
14390      71951  1 N/A 1780722               0 Not_exceeded            71951 1780722               0                         0       47089
14391      71956  1 N/A 1780972               0 Not_exceeded            71956 1780972               0                         0       47089
14392      71961  1 N/A 1781222               0 Not_exceeded            71961 1781222               0                         0       47089
