    i start_time  S a2 objective_value    violation time_of_incident     mi2 final_objective           feasible_better S_Objective
15827      79136  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15828      79141  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15829      79146  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15830      79151  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15831      79156  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15832      79161  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15833      79166  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15834      79171  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15835      79176  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15836      79181  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15837      79186  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15838      79191  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15839      79196  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15840      79201  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15841      79206  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15842      79211  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15843      79216  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15844      79221  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15845      79226  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15846      79231  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15847      79236  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15848      79241  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15849      79246  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15850      79251  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15851      79256  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15852      79261  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15853      79266  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15854      79271  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15855      79276  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15856      79281  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15857      79286  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15858      79291  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15859      79296  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15860      79301  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15861      79306  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15862      79311  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15863      79316  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15864      79321  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15865      79326  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15866      79331  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15867      79336  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15868      79341  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15869      79346  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15870      79351  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15871      79356  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15872      79361  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15873      79366  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15874      79371  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15875      79376  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15876      79381  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15877      79386  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15878      79391  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15879      79396  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15880      79401  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15881      79406  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15882      79411  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15883      79416  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15884      79421  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15885      79426  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15886      79431  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15887      79436  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15888      79441  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15889      79446  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15890      79451  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15891      79456  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15892      79461  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15893      79466  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15894      79471  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15895      79476  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15896      79481  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15897      79486  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15898      79491  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15899      79496  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15900      79501  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15901      79506  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15902      79511  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15903      79516  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15904      79521  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15905      79526  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15906      79531  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15907      79536  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15908      79541  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15909      79546  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15910      79551  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15911      79556  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15912      79561  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15913      79566  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15914      79571  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15915      79576  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15916      79581  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15917      79586  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15918      79591  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15919      79596  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15920      79601  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15921      79606  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15922      79611  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15923      79616  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15924      79621  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15925      79626  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15926      79631  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15927      79636  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15928      79641  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15929      79646  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15930      79651  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15931      79656  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15932      79661  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15933      79666  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15934      79671  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15935      79676  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15936      79681  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15937      79686  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15938      79691  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15939      79696  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15940      79701  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15941      79706  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15942      79711  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15943      79716  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15944      79721  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15945      79726  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15946      79731  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15947      79736  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15948      79741  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15949      79746  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15950      79751  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15951      79756  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15952      79761  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15953      79766  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15954      79771  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15955      79776  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15956      79781  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15957      79786  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15958      79791  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15959      79796  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15960      79801  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15961      79806  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15962      79811  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15963      79816  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15964      79821  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15965      79826  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15966      79831  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15967      79836  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15968      79841  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15969      79846  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15970      79851  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15971      79856  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15972      79861  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15973      79866  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15974      79871  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15975      79876  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15976      79881  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15977      79886  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15978      79891  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15979      79896  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15980      79901  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15981      79906  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15982      79911  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15983      79916  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15984      79921  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15985      79926  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15986      79931  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15987      79936  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15988      79941  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15989      79946  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15990      79951  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15991      79956  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15992      79961  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15993      79966  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15994      79971  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15995      79976  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15996      79981  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15997      79986  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15998      79991  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
15999      79996  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16000      80001  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16001      80006  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16002      80011  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16003      80016  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16004      80021  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16005      80026  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16006      80031  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16007      80036  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16008      80041  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16009      80046  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16010      80051  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16011      80056  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16012      80061  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16013      80066  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16014      80071  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16015      80076  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16016      80081  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16017      80086  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16018      80091  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16019      80096  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16020      80101  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16021      80106  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16022      80111  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16023      80116  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16024      80121  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16025      80126  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16026      80131  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16027      80136  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16028      80141  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16029      80146  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16030      80151  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16031      80156  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16032      80161  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16033      80166  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16034      80171  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16035      80176  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16036      80181  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16037      80186  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16038      80191  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16039      80196  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16040      80201  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16041      80206  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16042      80211  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16043      80216  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16044      80221  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16045      80226  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16064      80321  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16067      80336  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16068      80341  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16069      80346  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16071      80356  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16073      80366  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16074      80371  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16075      80376  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16078      80391  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16079      80396  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16080      80401  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16082      80411  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16083      80416  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16085      80426  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16088      80441  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16089      80446  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16090      80451  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16091      80456  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16092      80461  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16093      80466  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16094      80471  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16095      80476  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16098      80491  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16099      80496  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16100      80501  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16148      80741  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16149      80746  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16151      80756  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16153      80766  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16154      80771  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16157      80786  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16158      80791  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16159      80796  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16160      80801  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16165      80826  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16166      80831  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16168      80841  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16169      80846  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16170      80851  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16172      80861  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16173      80866  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16174      80871  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16175      80876  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16177      80886  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16179      80896  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16180      80901  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16183      80916  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16184      80921  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16186      80931  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16187      80936  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16188      80941  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16189      80946  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16190      80951  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16191      80956  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16206      81031  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16207      81036  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16209      81046  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16210      81051  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16211      81056  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16212      81061  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16213      81066  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16214      81071  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16215      81076  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16216      81081  2  -           33179 Not_exceeded            86386 1567746           47088  Feasible_worse_objective       47089
16578      82891  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16579      82896  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16581      82906  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16582      82911  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16636      83181  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16648      83241  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16662      83311  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16663      83316  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16664      83321  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16666      83331  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16668      83341  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16669      83346  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16671      83356  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16672      83361  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16675      83376  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16678      83391  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16679      83396  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16681      83406  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16685      83426  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16688      83441  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16691      83456  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16693      83466  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16694      83471  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16695      83476  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16696      83481  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16698      83491  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16699      83496  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
16700      83501  0  -           33180 Not_exceeded            86386 1562258           47089 Feasible_better_objective       47089
